original_title,year,genre,duration,country,language,imdb_score,worldwide_gross_income,tomatometer_rating,imdb_scaled
Whisky,2004,"Comedy, Drama",99,"Uruguay, Argentina, Germany, Spain","Spanish, Portuguese, Italian",7.1,0.633761,100.0,71.0
Cold Creek Manor,2003,"Drama, Mystery, Thriller",118,"USA, Canada, UK",English,5.0,29.119434,12.0,50.0
Scooby-Doo 2: Monsters Unleashed,2004,"Adventure, Comedy, Family",93,"USA, Canada",English,5.1,181.216833,22.0,51.0
11:14,2003,"Crime, Drama, Mystery",86,"USA, Canada",English,7.2,3.810792,92.0,72.0
Man of the House,2005,"Comedy, Crime",100,USA,English,5.4,21.577624,9.0,54.0
The Clearing,2004,"Drama, Mystery, Thriller",95,"Germany, USA, UK",English,5.8,12.520799,43.0,58.0
Club Dread,2004,"Comedy, Horror, Mystery",104,"USA, Mexico",English,5.7,7.565807,29.0,57.0
Fever Pitch,2005,"Comedy, Drama, Romance",104,"USA, Germany",English,6.2,50.605163,65.0,62.0
The Notebook,2004,"Drama, Romance",123,USA,English,7.8,115.882795,53.0,78.0
Off the Map,2003,Drama,105,USA,"English, Spanish",7.2,1.319492,70.0,72.0
Saved!,2004,"Comedy, Drama",92,"USA, Canada",English,6.7,10.275509,61.0,67.0
Troy,2004,"Drama, History",163,"USA, Malta, UK",English,7.2,497.409852,54.0,72.0
Intermission,2003,"Comedy, Crime, Drama",105,"Ireland, UK",English,6.8,5.175215,73.0,68.0
Garden State,2004,"Comedy, Drama, Romance",102,USA,"English, Klingon",7.4,35.825316,86.0,74.0
The Company,2003,"Drama, Music, Romance",112,"Germany, USA",English,6.3,6.415017,72.0,63.0
The Ladykillers,2004,"Comedy, Crime, Thriller",104,USA,"English, Vietnamese",6.2,76.665191,54.0,62.0
The Passion of the Christ,2004,Drama,127,USA,"Aramaic, Latin, Hebrew",7.2,612.054428,49.0,72.0
Starsky & Hutch,2004,"Comedy, Crime",101,USA,"English, Korean",6.1,170.26875,62.0,61.0
Wonderland,2003,"Crime, Drama, Mystery",104,"Canada, USA",English,6.6,2.466444,34.0,66.0
9 Dead Gay Guys,2002,"Comedy, Crime",83,UK,English,6.2,0.026377,22.0,62.0
13 Going on 30,2004,"Comedy, Fantasy, Romance",98,USA,"English, Portuguese",6.2,96.455697,65.0,62.0
Barbershop 2: Back in Business,2004,"Comedy, Drama",106,USA,English,5.7,65.991448,68.0,57.0
Love Don't Cost a Thing,2003,"Comedy, Romance, Drama",100,USA,English,5.2,21.964072,13.0,52.0
On the Road,2012,"Adventure, Drama, Romance",124,"France, USA, UK, Mexico, Canada, Brazil, Germany, Netherlands, Argentina","English, French",6.1,9.617377,44.0,61.0
The Prince & Me,2004,"Comedy, Family, Romance",111,"USA, Czech Republic","English, Danish, German",5.9,37.666766,28.0,59.0
Rugrats Go Wild,2003,"Animation, Adventure, Comedy",80,USA,English,5.6,55.250496,39.0,56.0
The Snow Walker,2003,"Adventure, Drama",103,Canada,"English, Inuktitut",7.3,0.201149,86.0,73.0
A Tale of Two Pizzas,2003,"Comedy, Romance",82,USA,English,5.8,0.014831,38.0,58.0
Something's Gotta Give,2003,"Comedy, Drama, Romance",128,USA,"English, French",6.7,265.328738,72.0,67.0
Birth,2004,"Drama, Fantasy, Mystery",100,"UK, France, Germany, USA",English,6.1,23.925492,38.0,61.0
Calendar Girls,2003,"Comedy, Drama",108,"UK, USA",English,6.9,93.400759,74.0,69.0
Catch That Kid,2004,"Action, Adventure, Comedy",91,"USA, Germany",English,5.2,16.951702,13.0,52.0
Cellular,2004,"Action, Crime, Thriller",94,"USA, Germany",English,6.5,57.678321,55.0,65.0
Danny Deckchair,2003,"Comedy, Romance",100,Australia,English,6.7,0.805894,55.0,67.0
Live Free or Die Hard,2007,"Action, Thriller",128,"USA, UK","English, Italian, French",7.1,388.156011,82.0,71.0
Eternal Sunshine of the Spotless Mind,2004,"Drama, Romance, Sci-Fi",108,USA,English,8.3,74.036715,93.0,83.0
Grind,2003,"Adventure, Comedy, Sport",105,USA,English,6.0,5.141166,8.0,60.0
The Haunted Mansion,2003,"Comedy, Family, Fantasy",99,USA,English,5.0,182.290266,14.0,50.0
Dirty Dancing: Havana Nights,2004,"Drama, Music, Romance",86,USA,"English, Spanish",6.0,27.685016,23.0,60.0
The Missing,2003,"Adventure, Thriller, Western",137,USA,"English, Apache languages, Spanish",6.5,38.364277,58.0,65.0
Lucky You,2007,"Drama, Romance, Sport",124,"USA, Germany, Australia","English, Spanish",5.9,8.461686,29.0,59.0
Merci Docteur Rey,2002,Comedy,91,"France, USA","English, French",6.3,0.019867,0.0,63.0
Paparazzi,2004,"Action, Crime, Drama",84,USA,"English, Spanish",5.8,16.796512,18.0,58.0
Paycheck,2003,"Action, Mystery, Sci-Fi",119,"USA, Canada",English,6.3,117.248958,27.0,63.0
The Polar Express,2004,"Animation, Adventure, Comedy",100,USA,English,6.6,313.500433,56.0,66.0
Shopgirl,2005,"Drama, Romance",106,USA,"English, Japanese",6.3,11.675161,60.0,63.0
Stuck on You,2003,Comedy,118,USA,English,5.7,65.784503,61.0,57.0
This Thing of Ours,2003,"Crime, Drama",100,USA,English,5.1,0.037227,40.0,51.0
Van Helsing,2004,"Action, Adventure, Fantasy",131,"USA, Czech Republic, Romania","English, Latin",6.1,300.157638,24.0,61.0
Alexandra's Project,2003,"Drama, Mystery, Thriller",103,Australia,English,6.5,1.224975,53.0,65.0
The Aviator,2004,"Biography, Drama",170,"Germany, USA",English,7.5,213.719942,86.0,75.0
Girls Will Be Girls,2003,"Comedy, Romance",79,USA,English,7.0,0.148047,58.0,70.0
Highwaymen,2004,"Action, Crime, Horror",80,"USA, Canada",English,5.7,2.442378,13.0,57.0
Daltry Calhoun,2005,"Comedy, Drama, Music",100,USA,English,5.1,0.012551,7.0,51.0
Stateside,2004,"Drama, Music, Romance",97,"Germany, USA",English,5.9,0.174318,24.0,59.0
Being Julia,2004,"Comedy, Drama, Romance",104,"Canada, USA, Hungary, UK",English,7.0,14.339171,76.0,70.0
Hostage,2005,"Action, Crime, Drama",113,"USA, Germany",English,6.6,77.663556,35.0,66.0
The Statement,2003,"Thriller, Drama",120,"Canada, France, UK","English, German, Italian, Latin, French",6.2,1.079822,23.0,62.0
The Station Agent,2003,"Comedy, Drama",89,USA,"English, Spanish",7.6,8.701337,94.0,76.0
"Sex, Politics & Cocktails",2002,"Comedy, Romance",90,USA,English,4.1,0.026087,0.0,41.0
Camp,2003,"Comedy, Musical, Drama",114,USA,"English, Spanish",6.2,2.707738,64.0,62.0
Unleashed,2005,"Action, Adventure, Crime",103,"France, USA, UK",English,7.0,50.871113,66.0,70.0
Dear Wendy,2005,"Comedy, Crime, Drama",105,"Denmark, France, Germany, UK",English,6.6,0.607229,36.0,66.0
Dopamine,2003,"Comedy, Drama, Romance",79,USA,English,5.9,0.069544,52.0,59.0
Along Came Polly,2004,"Comedy, Romance",90,USA,"English, Spanish",6.0,178.311729,27.0,60.0
What Alice Found,2003,"Crime, Drama",96,USA,English,6.5,0.067436,68.0,65.0
50 First Dates,2004,"Comedy, Drama, Romance",99,USA,"English, Hawaiian, Mandarin, None",6.8,198.520934,45.0,68.0
Eros,2004,"Drama, Romance",104,"USA, Italy, Hong Kong, France, Luxembourg, UK","Mandarin, English, Italian",6.0,1.55302,34.0,60.0
The Good Shepherd,2006,"Drama, History, Thriller",167,USA,"English, Spanish, Russian, German, Lingala",6.7,100.266865,55.0,67.0
"I, Robot",2004,"Action, Drama, Sci-Fi",115,"USA, Germany",English,7.1,353.133898,56.0,71.0
The Lost City,2005,"Drama, Romance",144,USA,"English, Spanish",6.6,4.408011,25.0,66.0
The SpongeBob SquarePants Movie,2004,"Animation, Action, Adventure",87,USA,English,7.1,141.067127,68.0,71.0
Sky Captain and the World of Tomorrow,2004,"Action, Adventure, Mystery",106,"USA, UK, Italy","English, Tibetan, German",6.0,57.947036,70.0,60.0
Alexander,2004,"Action, Biography, Drama",175,"USA, UK, Germany, Netherlands, France, Italy, Morocco, Thailand",English,5.6,167.298192,16.0,56.0
L.A. Twister,2004,Comedy,92,USA,English,5.9,0.054,13.0,59.0
Superman Returns,2006,"Action, Sci-Fi",154,USA,"English, German, French",6.0,391.081192,75.0,60.0
Asylum,2005,"Drama, Romance, Thriller",99,"UK, Ireland",English,6.1,2.788033,36.0,61.0
Gothika,2003,"Horror, Mystery, Thriller",98,"USA, France, Canada, Spain",English,5.8,141.591324,15.0,58.0
Breakin' All the Rules,2004,"Comedy, Romance",85,USA,English,5.7,12.544254,31.0,57.0
Cheaper by the Dozen,2003,"Comedy, Family",98,USA,English,5.9,190.53863,24.0,59.0
Eulogy,2004,"Comedy, Drama",91,"UK, Germany, USA",English,6.6,0.089781,34.0,66.0
Freedomland,2006,"Crime, Drama, Mystery",113,USA,"English, Italian",5.1,14.655628,23.0,51.0
King Arthur,2004,"Action, Adventure, Drama",126,"USA, UK, Ireland","English, Latin, Irish, Welsh, Scottish Gaelic",6.3,203.567857,31.0,63.0
Ladder 49,2004,"Action, Drama, Thriller",115,USA,English,6.5,100.572044,41.0,65.0
Miracle,2004,"Biography, Drama, History",135,"Canada, USA",English,7.5,64.445708,81.0,75.0
Ocean's Twelve,2004,"Crime, Thriller",125,USA,"English, Dutch, French, Italian, Mandarin",6.5,362.74428,55.0,65.0
Raising Helen,2004,"Comedy, Drama, Romance",119,USA,English,6.0,49.718611,25.0,60.0
Teacher's Pet,2004,"Animation, Adventure, Comedy",73,USA,English,5.8,6.491969,76.0,58.0
Ray,2004,"Biography, Drama, Music",152,USA,English,7.7,123.971376,80.0,77.0
An Unfinished Life,2005,"Drama, Family, Romance",108,"Germany, USA",English,7.0,18.618284,52.0,70.0
Madagascar,2005,"Animation, Adventure, Comedy",86,USA,"Greek, American Sign Language, English, Portuguese, Spanish, German, French",6.9,542.063846,54.0,69.0
Walking Tall,2004,"Action, Crime",86,USA,English,6.3,57.22389,26.0,63.0
Cinderella Man,2005,"Biography, Drama, History",144,USA,English,8.0,108.539911,80.0,80.0
De-Lovely,2004,"Biography, Drama, Music",125,"UK, USA","English, French, Italian",6.6,18.611951,48.0,66.0
Never Die Alone,2004,"Action, Crime, Drama",88,USA,English,5.7,5.923,26.0,57.0
The Brothers Grimm,2005,"Action, Adventure, Comedy",118,"USA, Czech Republic, UK","English, French, German, Italian",5.9,105.316267,38.0,59.0
Lords of Dogtown,2005,"Biography, Drama, Sport",107,"USA, Germany","English, Spanish",7.1,13.411957,55.0,71.0
Riding the Bullet,2004,"Horror, Thriller",98,"USA, Germany, Canada",English,5.2,0.264505,26.0,52.0
A Cinderella Story,2004,"Comedy, Family, Romance",95,"USA, Canada","English, German, Czech",5.9,70.067909,12.0,59.0
The Forgotten,2004,"Drama, Mystery, Sci-Fi",91,USA,English,5.8,117.592831,32.0,58.0
The Family Stone,2005,"Comedy, Drama, Romance",103,USA,"English, American Sign Language",6.3,92.884429,53.0,63.0
I Heart Huckabees,2004,Comedy,107,"UK, Germany, USA","English, French, Spanish",6.6,20.094909,63.0,66.0
Mr. & Mrs. Smith,2005,"Action, Comedy, Crime",120,USA,"English, Spanish",6.5,487.287646,60.0,65.0
The Last Shot,2004,"Comedy, Romance",93,USA,English,5.6,0.54133,62.0,56.0
The Ballad of Jack and Rose,2005,Drama,112,USA,English,6.6,0.916051,47.0,66.0
Elektra,2005,"Action, Adventure, Crime",97,"Canada, USA, Switzerland","English, Japanese",4.7,56.995646,11.0,47.0
The Battle of Shaker Heights,2003,"Drama, Romance, Comedy",79,USA,"English, German",6.0,0.280351,39.0,60.0
Boogeyman,2005,"Drama, Horror, Mystery",89,"USA, New Zealand, Germany",English,4.2,67.192859,13.0,42.0
Robots,2005,"Animation, Adventure, Comedy",91,USA,"English, Italian",6.3,262.51149,64.0,63.0
Shall We Dance,2004,"Comedy, Drama, Music",106,USA,English,6.1,170.12846,46.0,61.0
Walk the Line,2005,"Biography, Drama, Music",136,"USA, Germany","English, Russian",7.8,186.797986,82.0,78.0
Agent Cody Banks 2: Destination London,2004,"Action, Adventure, Comedy",100,"USA, UK",English,4.6,28.818995,14.0,46.0
Blade: Trinity,2004,"Action, Adventure, Fantasy",113,USA,"English, Esperanto",5.9,131.977904,26.0,59.0
A Home at the End of the World,2004,"Drama, Romance",97,USA,English,6.7,1.644653,50.0,67.0
Spartan,2004,"Action, Crime, Drama",106,"Germany, USA","English, Russian, Swedish",6.5,8.112712,65.0,65.0
Standing Still,2005,"Comedy, Drama, Romance",90,USA,English,5.7,0.030142,36.0,57.0
Stella Street,2004,Comedy,80,"UK, USA",English,5.8,0.004119,12.0,58.0
Undertow,2004,"Drama, Thriller",108,USA,English,6.6,0.156767,55.0,66.0
Chasing Liberty,2004,"Comedy, Romance",101,"USA, UK, Czech Republic","English, French, German, Hebrew, Italian, Spanish",6.1,12.313323,18.0,61.0
Wimbledon,2004,"Comedy, Romance, Sport",98,"UK, France, USA","English, Italian",6.3,41.682237,61.0,63.0
10th & Wolf,2006,"Crime, Drama, Thriller",107,USA,"English, Italian",6.3,0.143451,19.0,63.0
Constantine,2005,"Action, Fantasy, Horror",121,"USA, Germany","English, Filipino, Tagalog",7.0,230.884728,46.0,70.0
King Kong,2005,"Action, Adventure, Drama",187,"New Zealand, USA, Germany",English,7.2,562.363449,84.0,72.0
Valiant,2005,"Animation, Adventure, Comedy",76,"UK, USA",English,5.5,61.746888,32.0,55.0
The Woodsman,2004,Drama,87,USA,English,7.2,4.678405,88.0,72.0
We Don't Live Here Anymore,2004,"Drama, Romance",101,"USA, Canada",English,6.3,3.361213,65.0,63.0
Confessions of a Teenage Drama Queen,2004,"Comedy, Family, Music",89,"Germany, USA",English,4.7,33.25189,14.0,47.0
Delgo,2008,"Animation, Adventure, Comedy",94,USA,English,4.3,0.694782,11.0,43.0
First Daughter,2004,"Comedy, Drama, Romance",106,USA,"English, French",5.1,10.59218,8.0,51.0
Happy Endings,2005,"Comedy, Drama, Music",128,USA,English,6.3,1.682206,55.0,63.0
Raise Your Voice,2004,"Family, Music, Musical",107,USA,"English, French",5.9,14.867514,15.0,59.0
Duma,2005,"Adventure, Drama, Family",100,USA,English,7.2,0.99479,93.0,72.0
Inglourious Basterds,2009,"Adventure, Drama, War",153,"Germany, USA","English, German, French, Italian",8.3,321.455689,89.0,83.0
Little Black Book,2004,"Comedy, Romance, Drama",107,USA,English,5.3,22.035509,22.0,53.0
The Machinist,2004,"Drama, Thriller",101,"Spain, France, UK, USA","English, Spanish",7.7,8.203235,77.0,77.0
Welcome to Mooseport,2004,"Comedy, Romance",110,"USA, Germany",English,5.2,14.615099,13.0,52.0
Palindromes,2004,"Comedy, Drama",100,USA,"English, Hebrew",6.7,0.809686,43.0,67.0
Scary Movie 4,2006,"Comedy, Horror",83,USA,"English, Japanese",5.1,178.26262,35.0,51.0
Son of the Mask,2005,"Comedy, Family, Fantasy",94,"USA, Germany, Australia, France",English,2.2,59.981548,6.0,22.0
The Terminal,2004,"Comedy, Drama, Romance",128,USA,"English, Bulgarian, Spanish, Russian, Mandarin, German, French",7.4,219.100084,61.0,74.0
Kinsey,2004,"Biography, Drama, Romance",118,"USA, Germany",English,7.0,17.050017,90.0,70.0
The Life Aquatic with Steve Zissou,2004,"Action, Adventure, Comedy",119,USA,"English, Icelandic, Filipino, Portuguese, French, Tagalog, German, Italian",7.3,34.808403,56.0,73.0
The Box,2009,"Drama, Fantasy, Mystery",115,USA,English,5.6,33.334176,44.0,56.0
Chrystal,2004,"Crime, Drama",106,USA,English,6.6,0.080858,80.0,66.0
Criminal,2004,"Comedy, Crime, Drama",87,USA,"English, Spanish",6.4,1.398053,69.0,64.0
Freeze Frame,2004,"Crime, Drama, Mystery",99,"UK, Ireland",English,6.4,0.039663,71.0,64.0
Trauma,2004,"Drama, Mystery, Thriller",93,UK,English,4.7,0.258191,29.0,47.0
New York Minute,2004,"Comedy, Crime, Family",91,USA,English,5.0,21.289826,11.0,50.0
Beyond the Sea,2004,"Biography, Drama, Music",118,"UK, Germany, USA","English, Italian",6.7,8.447615,42.0,67.0
Bigger Than the Sky,2005,"Comedy, Drama, Romance",106,USA,English,5.9,0.021398,12.0,59.0
Dawn of the Dead,2004,"Action, Horror",101,"USA, Canada, Japan, France",English,7.3,102.278712,75.0,73.0
Elephant,2003,"Crime, Drama, Thriller",81,USA,"English, German",7.2,10.012022,73.0,72.0
Lymelife,2008,"Comedy, Drama, Romance",95,USA,English,6.9,0.540403,63.0,69.0
Secret Window,2004,"Drama, Mystery, Thriller",96,USA,English,6.6,92.913171,46.0,66.0
Taking Lives,2004,"Crime, Mystery, Thriller",103,"USA, UK","English, French",6.3,65.470529,22.0,63.0
The Final Cut,2004,"Drama, Sci-Fi, Thriller",95,"USA, Canada, Germany",English,6.2,3.222439,37.0,62.0
Jailbait,2004,Drama,90,USA,English,5.8,0.005741,17.0,58.0
Without a Paddle,2004,"Adventure, Comedy, Mystery",95,"USA, New Zealand",English,5.9,73.02919,14.0,59.0
Art School Confidential,2006,"Comedy, Drama, Romance",102,USA,English,6.3,3.306629,36.0,63.0
Babylon A.D.,2008,"Action, Adventure, Sci-Fi",90,"France, UK, USA","English, Russian",5.6,72.1092,6.0,56.0
A Dirty Shame,2004,Comedy,89,USA,English,5.1,1.914166,53.0,51.0
Hair High,2004,"Animation, Comedy, Horror",78,USA,English,6.8,0.005342,75.0,68.0
Revolver,2005,"Action, Crime, Drama",111,"France, UK","English, Cantonese",6.4,7.155807,15.0,64.0
Syriana,2005,"Drama, Thriller",128,"USA, United Arab Emirates","English, Urdu, Arabic, Persian, French, Mandarin",6.9,93.97462,73.0,69.0
Shaun of the Dead,2004,"Comedy, Horror",99,"UK, France, USA",English,7.9,30.081497,91.0,79.0
Tenacious D in The Pick of Destiny,2006,"Adventure, Comedy, Music",93,"USA, Germany",English,6.8,13.939963,52.0,68.0
The Upside of Anger,2005,"Comedy, Drama",118,"USA, Germany, UK",English,6.8,28.237488,75.0,68.0
A Walk Among the Tombstones,2014,"Action, Crime, Drama",114,USA,"English, Spanish, Urdu, Russian",6.5,58.834384,68.0,65.0
Whiteout,2009,"Action, Crime, Horror",101,"USA, Canada, France, Turkey","English, Russian",5.5,17.976667,7.0,55.0
You Got Served,2004,"Drama, Music",95,USA,English,3.9,50.576805,14.0,39.0
Anacondas: The Hunt for the Blood Orchid,2004,"Action, Adventure, Horror",97,"USA, Australia","English, Indonesian",4.7,70.992898,26.0,47.0
Happy Feet,2006,"Animation, Adventure, Comedy",108,"USA, Australia",English,6.4,384.336108,76.0,64.0
Harold & Kumar Go to White Castle,2004,"Adventure, Comedy",88,"USA, Canada, Germany","English, Hindi",7.1,23.936908,74.0,71.0
The Jacket,2005,"Drama, Fantasy, Mystery",103,"Germany, USA",English,7.1,21.73323,44.0,71.0
Pride and Prejudice,2003,"Comedy, Romance",104,USA,English,5.1,0.377271,66.0,51.0
Soul Plane,2004,Comedy,86,USA,"English, Spanish",4.5,14.821824,18.0,45.0
The Squid and the Whale,2005,"Comedy, Drama",81,USA,English,7.3,11.098131,92.0,73.0
Toolbox Murders,2004,"Horror, Mystery, Thriller",95,USA,English,5.3,0.18791,53.0,53.0
Modigliani,2004,"Biography, Drama",128,"UK, Germany, Romania, France, Italy",English,7.4,1.547008,4.0,74.0
After the Sunset,2004,"Action, Comedy, Crime",97,USA,English,6.3,62.657868,18.0,63.0
Charlie and the Chocolate Factory,2005,"Adventure, Comedy, Family",115,"UK, USA",English,6.6,474.968763,83.0,66.0
D.E.B.S.,2004,"Action, Comedy, Romance",91,USA,English,5.3,0.097446,39.0,53.0
Deuce Bigalow: European Gigolo,2005,Comedy,83,USA,"English, Dutch",4.7,45.109561,9.0,47.0
Indiana Jones and the Kingdom of the Crystal Skull,2008,"Action, Adventure",122,USA,"English, German, Russian",6.1,790.653942,78.0,61.0
Hannibal Rising,2007,"Adventure, Crime, Drama",121,"UK, Czech Republic, France, Italy, USA","English, German, Russian",6.2,82.169884,16.0,62.0
The Manchurian Candidate,2004,"Drama, Mystery, Sci-Fi",129,USA,English,6.6,96.10591,80.0,66.0
The Village,2004,"Drama, Mystery, Thriller",108,USA,English,6.5,256.69752,43.0,65.0
Are We There Yet?,2005,"Adventure, Comedy, Family",95,"USA, Canada",English,4.7,97.918663,12.0,47.0
Stage Beauty,2004,Drama,106,"UK, USA, Germany",English,7.1,2.307092,64.0,71.0
Elizabethtown,2005,"Comedy, Drama, Romance",123,USA,English,6.4,52.164016,28.0,64.0
The Heart Is Deceitful Above All Things,2004,Drama,98,"USA, UK, France, Japan",English,6.4,0.217499,41.0,64.0
I'm Not There,2007,"Biography, Drama, Music",135,"Germany, Canada, USA, France",English,6.9,11.792542,77.0,69.0
National Treasure,2004,"Action, Adventure, Mystery",131,USA,"English, Spanish",6.9,347.512318,46.0,69.0
Sleepover,2004,"Comedy, Family, Romance",89,USA,English,5.4,10.143022,15.0,54.0
Separate Lies,2005,"Crime, Drama, Romance",85,UK,"English, French",6.4,3.452023,71.0,64.0
Alone in the Dark,2005,"Action, Horror, Sci-Fi",99,"Canada, Germany, USA",English,2.4,12.693645,1.0,24.0
Collateral,2004,"Crime, Drama, Thriller",120,USA,"English, Spanish, French, Korean",7.5,220.926695,86.0,75.0
Four Christmases,2008,"Comedy, Drama, Romance",88,"Germany, USA",English,5.7,164.112721,25.0,57.0
Jurassic World,2015,"Action, Adventure, Sci-Fi",124,USA,English,7.0,1670.401444,70.0,70.0
Monster-in-Law,2005,"Comedy, Romance",101,"USA, Germany",English,5.6,155.457327,18.0,56.0
Ultraviolet,2006,"Action, Sci-Fi",88,USA,"English, Vietnamese",4.4,31.070211,8.0,44.0
Spanglish,2004,"Comedy, Drama, Romance",131,USA,"English, Spanish",6.4,55.470154,53.0,64.0
Stay,2005,"Drama, Mystery, Thriller",99,USA,English,6.8,8.483797,27.0,68.0
Chicken Little,2005,"Animation, Adventure, Comedy",81,USA,English,5.7,314.432837,37.0,57.0
The Hitchhiker's Guide to the Galaxy,2005,"Adventure, Comedy, Sci-Fi",109,"UK, USA",English,6.8,104.478416,60.0,68.0
Iron Man,2008,"Action, Adventure, Sci-Fi",126,"USA, Canada","English, Persian, Urdu, Arabic, Kurdish, Hindi, Hungarian",7.9,585.796247,94.0,79.0
Adam & Steve,2005,"Comedy, Drama, Music",99,USA,English,5.9,0.309404,55.0,59.0
The Bourne Supremacy,2004,"Action, Mystery, Thriller",108,"USA, Germany","English, Russian, German, Italian",7.7,290.835269,82.0,77.0
